@relation 'TrainingData-weka.filters.unsupervised.attribute.Remove-R1,3-4,18-weka.filters.unsupervised.attribute.Remove-R3-4'

@attribute ' Behaviour' {0,1,2,3}
@attribute ' Orientation' numeric
@attribute ' DistanceToEnemyBase' numeric
@attribute ' DistanceToOwnBase' numeric
@attribute ' DistanceToEnemyFlagScore' numeric
@attribute ' DistanceToOwnFlagScore' numeric
@attribute ' DistanceToEnemyFlagSpawn' numeric
@attribute ' DistanceToOwnFlagSpawn' numeric
@attribute ' Visibility' numeric
@attribute ' DistanceToNearestEnemy' numeric
@attribute ' seesEnemy' {0,1}
@attribute ' GameState' numeric

@data
0,2.791402,72,40,44,52,22,22,55,999999,0,3
0,2.747897,72,40,44,52,22,22,55,999999,0,3
0,2.707562,73,41,45,53,23,23,51,999999,0,3
0,2.669305,73,41,45,53,23,23,51,999999,0,3
0,2.632621,73,41,45,53,23,23,51,999999,0,3
0,2.597286,74,42,46,54,24,24,42,999999,0,3
0,2.563202,74,42,46,54,24,24,42,999999,0,3
0,2.530326,74,42,46,54,24,24,42,999999,0,3
0,2.498638,75,43,47,55,23,23,39,999999,0,3
0,2.468123,75,43,47,55,23,23,39,999999,0,3
0,2.438335,75,43,47,55,23,23,39,999999,0,3
0,2.409256,76,44,48,56,22,22,41,999999,0,3
0,2.381066,76,44,48,56,22,22,41,999999,0,3
0,2.367331,76,44,48,56,22,22,41,999999,0,3
0,-2.457316,76,44,48,56,22,22,41,999999,0,3
0,-2.151365,77,45,49,57,21,21,42,999999,0,3
0,-2.080212,77,45,49,57,21,21,42,999999,0,3
0,-2.733492,76,46,48,56,20,20,33,999999,0,3
0,-2.988482,75,47,47,55,19,19,25,999999,0,3
0,-3.047782,74,48,46,54,18,18,21,999999,0,3
0,-2.54902,74,48,46,54,18,18,21,999999,0,3
0,-2.354168,74,50,46,54,18,18,25,999999,0,3
0,-2.308849,74,50,46,54,18,18,25,999999,0,3
0,-2.298308,74,52,46,54,18,18,25,999999,0,3
0,-2.586932,74,52,46,54,18,18,25,999999,0,3
0,-2.766761,74,54,46,54,18,18,24,999999,0,3
0,-2.960829,72,56,46,54,16,16,21,999999,0,3
0,-3.099549,72,56,46,54,16,16,21,999999,0,3
0,-3.131815,73,57,47,55,17,17,18,999999,0,3
0,-2.575094,73,57,47,55,17,17,18,999999,0,3
0,-2.358811,72,58,48,56,16,16,19,999999,0,3
0,-2.517288,72,58,48,56,16,16,19,999999,0,3
0,-2.869734,71,59,49,57,15,15,15,999999,0,3
0,-2.951699,71,59,49,57,15,15,15,999999,0,3
0,-2.356217,53,49,37,43,11,11,30,999999,0,3
0,-3.138852,78,44,50,58,22,22,46,999999,0,3
0,-3.042313,62,54,44,52,6,6,26,999999,0,3
0,-3.029749,62,54,44,52,6,6,26,999999,0,3
0,-2.942616,62,54,44,52,6,6,26,999999,0,3
0,-2.820985,60,54,42,50,6,6,28,999999,0,3
0,-2.686339,60,54,42,50,6,6,28,999999,0,3
0,-2.155204,58,52,40,48,8,8,21,999999,0,3
0,-2.096289,58,52,40,48,8,8,21,999999,0,3
0,-2.036716,58,52,40,48,8,8,21,999999,0,3
0,-1.975663,58,52,40,48,8,8,21,999999,0,3
0,-1.917402,57,51,39,47,9,9,21,999999,0,3
0,-1.863594,57,51,39,47,9,9,21,999999,0,3
0,-1.814672,56,52,40,46,8,8,27,999999,0,3
0,-1.77051,55,51,39,45,9,9,29,999999,0,3
0,-1.730718,55,51,39,45,9,9,29,999999,0,3
0,-1.694619,55,51,39,45,9,9,29,999999,0,3
0,-1.661874,54,50,38,44,10,10,30,999999,0,3
0,-1.632173,54,50,38,44,10,10,30,999999,0,3
0,-1.605182,55,51,39,45,9,9,24,999999,0,3
0,-1.58063,55,51,39,45,9,9,24,999999,0,3
0,-1.55821,54,50,38,44,10,10,22,999999,0,3
0,-1.552911,54,50,38,44,10,10,22,999999,0,3
0,-2.347426,64,30,36,44,30,30,72,999999,0,3
0,-2.249839,65,31,37,45,29,29,72,999999,0,3
0,-2.175992,64,32,36,44,28,28,72,999999,0,3
0,-2.158816,64,32,36,44,28,28,72,999999,0,3
0,-2.154821,65,33,37,45,27,27,71,999999,0,3
0,-2.153892,65,33,37,45,27,27,71,999999,0,3
0,-1.392907,65,33,37,45,27,27,71,999999,0,3
0,-1.215928,66,34,38,46,26,26,70,999999,0,3
0,-1.174767,66,34,38,46,26,26,70,999999,0,3
0,-1.165193,66,34,38,46,26,26,70,999999,0,3
0,-1.162967,68,34,40,48,26,26,69,999999,0,3
0,-1.162449,68,34,40,48,26,26,69,999999,0,3
0,-1.162329,69,35,41,49,25,25,67,999999,0,3
0,-1.162301,69,35,41,49,25,25,67,999999,0,3
0,-1.445205,69,35,41,49,25,25,67,999999,0,3
0,-1.510997,70,36,42,50,24,24,65,999999,0,3
0,-1.5263,70,36,42,50,24,24,65,999999,0,3
0,-1.52986,71,37,43,51,23,23,62,999999,0,3
0,-1.530687,71,37,43,51,23,23,62,999999,0,3
0,-1.559515,71,37,43,51,23,23,62,999999,0,3
0,-1.736188,73,39,45,53,23,23,56,999999,0,3
0,-1.80115,73,39,45,53,23,23,56,999999,0,3
0,-1.816259,74,40,46,54,24,24,53,999999,0,3
0,-1.819774,74,40,46,54,24,24,53,999999,0,3
0,-1.794895,74,42,46,54,24,24,42,999999,0,3
0,-1.785155,75,43,47,55,23,23,39,999999,0,3
0,-1.78289,76,44,48,56,22,22,41,999999,0,3
0,-1.782363,77,45,49,57,21,21,42,999999,0,3
0,-2.773917,84,2,56,64,58,58,23,999999,0,3
0,-2.915516,84,2,56,64,58,58,23,999999,0,3
0,-3.089916,84,2,56,64,58,58,23,999999,0,3
0,-3.130478,84,2,56,64,58,58,23,999999,0,3
0,-3.139912,83,3,55,63,57,57,22,999999,0,3
0,3.141372,83,3,55,63,57,57,22,999999,0,3
0,3.141372,82,4,54,62,56,56,20,999999,0,3
0,3.141372,81,5,53,61,55,55,20,999999,0,3
0,3.141372,80,6,52,60,54,54,20,999999,0,3
0,3.141372,79,7,51,59,53,53,22,999999,0,3
0,-3.098265,79,7,51,59,53,53,22,999999,0,3
0,-3.067132,78,8,50,58,52,52,24,999999,0,3
0,-3.059891,78,8,50,58,52,52,24,999999,0,3
0,-3.058207,77,9,49,57,51,51,32,999999,0,3
0,-2.733314,77,11,49,57,49,49,30,999999,0,3
0,-2.167238,76,12,48,56,48,48,35,999999,0,3
0,-2.03559,77,13,49,57,47,47,33,999999,0,3
0,-2.250516,78,14,50,58,46,46,32,999999,0,3
0,-2.338276,77,15,49,57,45,45,33,999999,0,3
0,-2.358689,77,17,49,57,43,43,35,999999,0,3
0,-2.358425,77,17,49,57,43,43,35,38,1,3
0,-2.355947,77,19,49,57,41,41,38,37,1,3
0,-2.35537,77,19,49,57,41,41,38,999999,0,3
0,-2.355236,77,21,49,57,39,39,43,999999,0,3
0,-2.355735,78,22,50,58,38,38,47,999999,0,3
0,-2.356107,77,23,49,57,37,37,50,999999,0,3
0,-2.356193,77,25,49,57,35,35,52,999999,0,3
0,-2.356213,77,25,49,57,35,35,52,999999,0,3
0,-2.091037,78,26,50,58,34,34,51,999999,0,3
0,-2.029367,78,28,50,58,32,32,39,999999,0,3
0,-1.862431,79,29,51,59,31,31,48,999999,0,3
0,-1.750023,79,29,51,59,31,31,48,999999,0,3
0,-2.120121,80,30,52,60,30,30,53,999999,0,3
0,-2.553128,79,31,51,59,29,29,50,999999,0,3
0,-2.648863,79,33,51,59,29,29,57,999999,0,3
0,-2.671131,78,34,50,58,28,28,55,999999,0,3
0,-2.498308,79,35,51,59,29,29,58,999999,0,3
0,-2.372276,78,36,50,58,28,28,57,999999,0,3
0,-2.342963,79,37,51,59,29,29,58,999999,0,3
0,-2.336145,78,38,50,58,28,28,57,999999,0,3
0,-2.350293,78,40,50,58,26,26,55,999999,0,3
0,-2.356003,79,41,51,59,25,25,53,999999,0,3
0,-2.357332,78,42,50,58,24,24,51,999999,0,3
0,-2.609644,78,42,50,58,24,24,51,999999,0,3
0,-3.049251,77,43,49,57,23,23,47,999999,0,3
0,3.131698,76,44,48,56,22,22,41,999999,0,3
0,-2.412588,77,45,49,57,21,21,42,999999,0,3
0,-2.799033,76,46,48,56,20,20,33,999999,0,3
0,-2.992854,75,47,47,55,19,19,25,999999,0,3
0,-2.832267,75,47,47,55,19,19,25,999999,0,3
0,-2.695741,75,49,47,55,19,19,28,999999,0,3
0,-2.663986,74,50,46,54,18,18,25,999999,0,3
0,-2.677573,74,52,46,54,18,18,25,999999,0,3
0,-2.919268,73,53,45,53,17,17,24,999999,0,3
0,2.507419,73,53,45,53,17,17,24,999999,0,3
0,2.308229,73,53,45,53,17,17,24,999999,0,3
0,2.2619,71,53,43,51,15,15,22,999999,0,3
0,2.782682,71,53,43,51,15,15,22,999999,0,3
0,-2.575888,71,53,43,51,15,15,22,999999,0,3
0,-2.360854,72,54,44,52,16,16,22,999999,0,3
0,-2.310843,71,55,45,53,15,15,21,999999,0,3
0,-2.299211,71,55,45,53,15,15,21,999999,0,3
0,-2.296506,71,55,45,53,15,15,21,999999,0,3
0,-2.295877,72,56,46,54,16,16,21,999999,0,3
0,-2.29573,73,57,47,55,17,17,18,999999,0,3
0,-2.295696,73,57,47,55,17,17,18,999999,0,3
0,2.206339,61,69,57,51,9,9,21,999999,0,3
0,2.194603,61,69,57,51,9,9,21,999999,0,3
0,2.191873,61,69,57,51,9,9,21,999999,0,3
0,-2.672725,82,4,52,60,60,60,16,999999,0,3
0,-2.667367,82,4,52,60,60,60,16,999999,0,3
0,-2.479923,82,4,52,60,60,60,16,999999,0,3
0,-2.436327,81,3,51,59,59,59,18,80,1,3
0,-2.426188,81,3,51,59,59,59,18,80,1,3
0,-2.423829,79,3,51,59,57,57,19,999999,0,3
0,-2.423281,79,3,51,59,57,57,19,49,1,3
0,-2.518857,78,4,50,58,56,56,22,48,1,3
0,-2.555813,79,5,51,59,55,55,21,999999,0,3
0,-2.564409,78,6,50,58,54,54,24,999999,0,3
0,-2.649892,78,8,50,58,52,52,24,999999,0,3
0,-2.682621,77,9,49,57,51,51,32,999999,0,3
0,-2.690233,76,10,48,56,50,50,35,999999,0,3
0,-2.323084,77,11,49,57,49,49,30,999999,0,3
0,-1.680038,77,11,49,57,49,49,30,999999,0,3
0,-1.702517,78,12,50,58,48,48,26,999999,0,3
0,-1.967781,79,13,51,59,47,47,31,999999,0,3
0,-2.029471,79,15,51,59,45,45,33,999999,0,3
0,-2.138747,79,15,51,59,45,45,33,999999,0,3
0,-2.307647,80,16,52,60,44,44,33,999999,0,3
0,-2.346932,79,17,51,59,43,43,35,999999,0,3
0,-2.356069,79,19,51,59,41,41,39,999999,0,3
0,-2.356069,80,20,52,60,40,40,40,999999,0,3
0,-2.356069,79,21,51,59,39,39,44,999999,0,3
0,-2.52054,80,34,52,60,30,30,59,999999,0,3
0,2.984147,64,54,44,52,8,8,26,15,1,3
0,3.071846,61,55,43,51,5,5,28,999999,0,3
0,3.102032,61,55,43,51,5,5,28,999999,0,3
0,3.109052,60,56,44,50,4,4,29,999999,0,3
0,-3.13074,60,56,44,50,4,4,29,999999,0,3
0,3.080891,59,57,45,49,3,3,30,999999,0,3
0,3.064248,58,58,46,48,2,2,31,999999,0,3
0,3.060378,58,58,46,48,2,2,31,999999,0,3
0,-2.714635,56,60,48,46,0,0,30,999999,0,3
0,-1.365804,56,60,48,46,0,0,30,999999,0,3
0,-0.669609,57,61,49,47,1,1,30,999999,0,3
0,-0.289768,57,61,49,47,1,1,30,999999,0,3
0,-0.064621,57,61,49,47,1,1,30,999999,0,3
0,0.083436,57,63,51,47,3,3,29,999999,0,3
0,0.191627,57,63,51,47,3,3,29,999999,0,3
0,0.277836,57,63,51,47,3,3,29,999999,0,3
0,0.350722,58,64,52,48,4,4,28,999999,0,3
0,0.414575,58,64,52,48,4,4,28,999999,0,3
0,0.47161,58,64,52,48,4,4,28,999999,0,3
0,0.518949,58,64,52,48,4,4,28,999999,0,3
0,0.5578,59,65,53,49,5,5,24,999999,0,3
0,0.590972,59,65,53,49,5,5,24,999999,0,3
0,0.620026,58,66,54,48,6,6,20,999999,0,3
0,0.645889,59,67,55,49,7,7,18,999999,0,3
0,0.669155,59,67,55,49,7,7,18,999999,0,3
0,0.691473,59,67,55,49,7,7,18,999999,0,3
0,0.716296,60,68,56,50,8,8,18,999999,0,3
0,0.741567,60,68,56,50,8,8,18,999999,0,3
0,0.766128,60,68,56,50,8,8,18,999999,0,3
0,0.789501,61,69,57,51,9,9,21,999999,0,3
0,0.811529,61,69,57,51,9,9,21,999999,0,3
0,0.832202,61,69,57,51,9,9,21,999999,0,3
0,0.851576,62,70,58,52,10,10,21,999999,0,3
0,0.858317,60,70,58,52,10,10,17,999999,0,3
0,0.852878,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,29,1,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,23,1,3
0,0.785398,60,70,58,52,10,10,17,23,1,3
0,0.785398,60,70,58,52,10,10,17,22,1,3
0,0.785398,60,70,58,52,10,10,17,22,1,3
0,0.785398,60,70,58,52,10,10,17,21,1,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,-2.73602,81,3,53,61,57,57,20,999999,0,3
0,-2.800419,81,3,53,61,57,57,20,999999,0,3
0,-2.86315,81,3,53,61,57,57,20,999999,0,3
0,-2.357381,77,17,49,57,43,43,35,999999,0,3
0,-2.35972,77,17,49,57,43,43,35,999999,0,3
0,-2.356657,77,19,49,57,41,41,38,999999,0,3
0,-2.355944,77,19,49,57,41,41,38,999999,0,3
0,-2.355779,77,21,49,57,39,39,43,999999,0,3
0,-2.356063,78,22,50,58,38,38,47,999999,0,3
0,-2.356179,77,23,49,57,37,37,50,999999,0,3
0,-2.356206,78,24,50,58,36,36,53,999999,0,3
0,-2.356212,77,25,49,57,35,35,52,999999,0,3
0,-2.088629,78,26,50,58,34,34,51,999999,0,3
0,-2.026399,78,28,50,58,32,32,39,999999,0,3
0,-1.795509,79,29,51,59,31,31,48,999999,0,3
0,-1.74181,79,29,51,59,31,31,48,999999,0,3
0,-1.956293,80,30,52,60,30,30,53,999999,0,3
0,-2.503407,79,31,51,59,29,29,50,999999,0,3
0,-2.36949,79,33,51,59,29,29,57,999999,0,3
0,-2.338342,80,34,52,60,30,30,59,999999,0,3
0,-2.331098,79,35,51,59,29,29,58,999999,0,3
0,-2.348468,80,36,52,60,30,30,58,999999,0,3
0,-2.35544,79,37,51,59,29,29,58,999999,0,3
0,-2.357061,79,39,51,59,27,27,56,999999,0,3
0,-2.356658,80,40,52,60,26,26,55,999999,0,3
0,-2.356189,79,41,51,59,25,25,53,999999,0,3
0,-2.356079,79,41,51,59,25,25,53,999999,0,3
0,2.917491,70,52,42,50,14,14,24,999999,0,3
0,2.917574,68,52,42,50,12,12,27,999999,0,3
0,2.36191,68,52,42,50,12,12,27,999999,0,3
0,2.14719,68,52,42,50,12,12,27,999999,0,3
0,2.097252,68,52,42,50,12,12,27,26,1,3
0,2.085637,67,51,41,49,11,11,32,26,1,3
0,2.412653,67,51,41,49,11,11,32,26,1,3
0,2.987104,66,52,42,50,10,10,31,26,1,3
0,3.1207,66,52,42,50,10,10,31,999999,0,3
0,-3.131412,65,53,43,51,9,9,27,999999,0,3
0,-3.134414,65,53,43,51,9,9,27,999999,0,3
0,-3.140045,65,53,43,51,9,9,27,999999,0,3
0,-3.141355,64,54,44,52,8,8,26,999999,0,3
0,3.141526,64,54,44,52,8,8,26,999999,0,3
0,3.141455,63,55,45,53,7,7,27,999999,0,3
0,3.141444,63,55,45,53,7,7,27,999999,0,3
0,3.141444,63,55,45,53,7,7,27,999999,0,3
0,3.141444,62,56,44,52,6,6,28,999999,0,3
0,3.141444,62,56,44,52,6,6,28,999999,0,3
0,3.141444,61,57,45,51,5,5,29,999999,0,3
0,3.141444,61,57,45,51,5,5,29,999999,0,3
0,2.703787,60,58,46,50,4,4,30,8,1,3
0,-2.7165,80,2,52,60,58,58,19,82,1,3
0,-2.687069,80,2,52,60,58,58,19,82,1,3
0,-2.677213,80,2,52,60,58,58,19,82,1,3
0,-2.674921,81,3,53,61,57,57,20,81,1,3
0,-2.674388,80,4,52,60,56,56,20,999999,0,3
0,-2.674264,80,4,52,60,56,56,20,999999,0,3
0,-2.843406,79,5,51,59,55,55,21,999999,0,3
0,-2.908769,79,7,51,59,53,53,22,999999,0,3
0,-2.913949,78,8,50,58,52,52,24,999999,0,3
0,-2.900002,78,8,50,58,52,52,24,999999,0,3
