@relation 'TrainingData-weka.filters.unsupervised.attribute.Remove-R1,3-4,18-weka.filters.unsupervised.attribute.Remove-R3-4'

@attribute ' Behaviour' {0,1,2,3}
@attribute ' Orientation' numeric
@attribute ' DistanceToEnemyBase' numeric
@attribute ' DistanceToOwnBase' numeric
@attribute ' DistanceToEnemyFlagScore' numeric
@attribute ' DistanceToOwnFlagScore' numeric
@attribute ' DistanceToEnemyFlagSpawn' numeric
@attribute ' DistanceToOwnFlagSpawn' numeric
@attribute ' Visibility' numeric
@attribute ' DistanceToNearestEnemy' numeric
@attribute ' seesEnemy' {0,1}
@attribute ' GameState' numeric

@data
1,2.677589,62,64,52,52,6,6,24,999999,0,3
1,2.675129,61,63,51,51,5,5,27,999999,0,3
1,-2.669084,61,65,53,51,5,5,23,999999,0,3
1,-2.306155,61,65,53,51,5,5,23,999999,0,3
1,-2.221751,61,65,53,51,5,5,23,999999,0,3
1,-2.20212,62,66,54,52,6,6,20,999999,0,3
1,-2.197554,61,67,55,51,7,7,19,999999,0,3
1,-2.196492,61,67,55,51,7,7,19,999999,0,3
1,-1.871814,62,68,56,52,8,8,20,999999,0,3
1,-1.639849,62,68,56,52,8,8,20,999999,0,3
1,-1.571383,63,69,57,53,9,9,16,999999,0,3
1,-1.571383,63,69,57,53,9,9,16,999999,0,3
1,-1.571383,63,69,57,53,9,9,16,999999,0,3
1,-2.876497,63,69,57,53,9,9,16,999999,0,3
1,2.473765,63,69,57,53,9,9,16,999999,0,3
1,2.256799,63,69,57,53,9,9,16,999999,0,3
1,1.260332,52,30,24,32,30,30,67,999999,0,3
1,1.23772,53,31,23,31,31,31,63,999999,0,3
1,1.139916,54,30,24,32,32,32,68,999999,0,3
1,0.977284,55,31,23,31,33,33,66,999999,0,3
1,1.465969,56,32,22,30,34,34,61,999999,0,3
1,-2.520512,79,33,51,59,29,29,57,999999,0,3
1,-2.520546,80,34,52,60,30,30,59,999999,0,3
1,-2.520548,79,35,51,59,29,29,58,999999,0,3
1,-2.868774,79,35,51,59,29,29,58,999999,0,3
1,-3.117694,79,35,51,59,29,29,58,19,1,3
1,3.107602,78,36,50,58,28,28,57,18,1,3
1,3.094138,78,36,50,58,28,28,57,18,1,3
1,-2.419413,79,37,51,59,29,29,58,999999,0,3
1,1.866107,68,52,42,50,12,12,27,999999,0,3
1,2.281045,68,52,42,50,12,12,27,999999,0,3
1,2.484472,68,52,42,50,12,12,27,999999,0,3
1,2.531786,67,51,41,49,11,11,32,999999,0,3
1,2.637677,66,52,42,50,10,10,31,999999,0,3
1,2.805731,66,52,42,50,10,10,31,999999,0,3
1,2.892279,65,53,43,51,9,9,27,999999,0,3
1,-2.66349,83,3,53,61,61,61,16,999999,0,3
1,-2.52351,83,3,53,61,61,61,16,999999,0,3
1,3.141307,60,26,32,40,34,34,76,999999,0,3
1,-2.917549,60,26,32,40,34,34,76,999999,0,3
1,-2.865376,60,26,32,40,34,34,76,999999,0,3
1,-2.853241,59,27,31,39,33,33,76,999999,0,3
1,-2.850419,60,28,32,40,32,32,75,999999,0,3
1,-2.849763,59,29,31,39,31,31,75,999999,0,3
1,-2.84961,59,29,31,39,31,31,75,999999,0,3
1,-2.629332,59,29,31,39,31,31,75,999999,0,3
1,-2.245186,59,29,31,39,31,31,75,999999,0,3
1,-2.155848,59,31,31,39,29,29,75,999999,0,3
1,-2.135068,59,31,31,39,29,29,75,999999,0,3
1,-2.130235,59,31,31,39,29,29,75,999999,0,3
1,-2.129112,60,32,32,40,28,28,74,999999,0,3
1,-2.12885,60,32,32,40,28,28,74,999999,0,3
1,-2.128789,59,33,31,39,27,27,73,999999,0,3
1,-2.128775,60,34,32,40,26,26,71,999999,0,3
1,-2.128772,60,34,32,40,26,26,71,999999,0,3
1,-2.128771,60,34,32,40,26,26,71,999999,0,3
1,-2.128771,60,36,32,40,24,24,68,999999,0,3
1,-2.128771,60,36,32,40,24,24,68,999999,0,3
1,-2.239764,60,36,32,40,24,24,68,999999,0,3
1,-2.909893,60,36,32,40,24,24,68,45,1,3
1,-3.06574,59,37,31,39,23,23,65,44,1,3
1,-3.101988,59,37,31,39,23,23,65,44,1,3
1,-3.110418,59,37,31,39,23,23,65,43,1,3
1,-3.112379,58,38,30,38,22,22,61,42,1,3
1,-2.874215,58,38,30,38,22,22,61,42,1,3
1,-2.45813,58,40,30,38,20,20,56,999999,0,3
1,-2.361365,58,40,30,38,20,20,56,999999,0,3
1,-2.338857,58,40,30,38,20,20,56,999999,0,3
1,-2.333623,59,41,31,39,19,19,53,999999,0,3
1,-2.332406,58,42,30,38,18,18,47,999999,0,3
1,-2.332122,58,42,30,38,18,18,47,999999,0,3
1,-2.332057,58,42,30,38,18,18,47,999999,0,3
1,-2.332041,59,43,31,39,17,17,44,999999,0,3
1,-2.332038,58,44,32,40,16,16,37,999999,0,3
1,-2.911406,58,44,32,40,16,16,37,999999,0,3
1,-3.046145,57,45,33,41,15,15,33,999999,0,3
1,-3.077485,57,45,33,41,15,15,33,999999,0,3
1,-3.084773,57,45,33,41,15,15,33,999999,0,3
1,2.936853,56,46,34,42,14,14,36,999999,0,3
1,2.483213,56,46,34,42,14,14,36,999999,0,3
1,2.377713,55,45,33,41,15,15,42,999999,0,3
1,2.353175,54,46,34,42,14,14,40,999999,0,3
1,-3.123651,54,46,34,42,14,14,40,999999,0,3
1,-2.544497,54,46,34,42,14,14,40,999999,0,3
1,-2.409807,55,47,35,43,13,13,37,999999,0,3
1,-2.37848,54,48,36,44,12,12,36,999999,0,3
1,-2.371193,54,48,36,44,12,12,36,999999,0,3
1,-2.369499,55,49,37,45,11,11,33,999999,0,3
1,-2.369105,54,50,38,44,10,10,30,999999,0,3
1,-2.369013,54,50,38,44,10,10,30,999999,0,3
1,-2.368992,54,50,38,44,10,10,30,999999,0,3
1,-2.368987,55,51,39,45,9,9,29,999999,0,3
1,-2.368986,56,52,40,46,8,8,27,999999,0,3
1,-2.238907,56,52,40,46,8,8,27,999999,0,3
1,-2.208652,55,53,41,45,7,7,28,999999,0,3
1,-2.201616,55,53,41,45,7,7,28,999999,0,3
1,-2.827599,54,54,42,44,6,6,29,999999,0,3
1,-2.97318,54,54,42,44,6,6,29,999999,0,3
1,-3.00704,53,55,43,43,5,5,29,27,1,3
1,-2.953836,53,55,43,43,5,5,29,23,1,3
1,-2.849138,53,55,43,43,5,5,29,23,1,3
1,-2.824786,52,56,44,42,4,4,28,999999,0,3
1,-2.819123,53,57,45,43,3,3,31,999999,0,3
1,-2.817805,52,58,46,42,4,4,26,999999,0,3
1,-2.817499,52,58,46,42,4,4,26,999999,0,3
1,-2.817428,52,58,46,42,4,4,26,999999,0,3
1,-2.817411,51,59,47,41,5,5,21,999999,0,3
1,-2.17198,51,59,47,41,5,5,21,999999,0,3
1,-1.710613,51,59,47,41,5,5,21,999999,0,3
1,-1.603316,52,60,48,42,4,4,27,999999,0,3
1,-1.083306,52,60,48,42,4,4,27,999999,0,3
1,-0.886205,53,59,47,43,3,3,28,999999,0,3
1,-0.840362,54,60,48,44,2,2,28,999999,0,3
1,-0.8297,54,60,48,44,2,2,28,999999,0,3
1,-0.827221,54,60,48,44,2,2,28,999999,0,3
1,-0.82651,56,60,48,46,0,0,30,999999,0,3
1,-0.82651,56,60,48,46,0,0,30,999999,0,3
1,-2.019248,57,61,49,47,1,1,30,999999,0,3
1,-2.019248,57,61,49,47,1,1,30,999999,0,3
1,2.45938,56,62,50,46,2,2,29,999999,0,3
1,2.45938,56,62,50,46,2,2,29,999999,0,3
1,-0.949738,57,61,49,47,1,1,30,999999,0,3
1,-0.949738,57,61,49,47,1,1,30,999999,0,3
1,-0.949739,57,61,49,47,1,1,30,999999,0,3
1,-0.949739,57,61,49,47,1,1,30,999999,0,3
1,2.904193,53,55,43,43,5,5,29,999999,0,3
1,2.917507,53,55,43,43,5,5,29,999999,0,3
1,2.920603,53,55,43,43,5,5,29,999999,0,3
1,2.379237,47,55,43,37,9,9,36,999999,0,3
1,2.37928,47,55,43,37,9,9,36,999999,0,3
1,-2.219886,47,55,43,37,9,9,36,999999,0,3
1,-1.56939,47,55,43,37,9,9,36,999999,0,3
1,-1.418109,48,56,44,38,8,8,33,999999,0,3
1,-1.382923,48,56,44,38,8,8,33,999999,0,3
1,-1.374739,49,57,45,39,7,7,28,999999,0,3
1,-1.372836,50,56,44,40,6,6,29,999999,0,3
1,-1.01716,50,56,44,40,6,6,29,999999,0,3
1,-0.39747,50,56,44,40,6,6,29,999999,0,3
1,-0.253353,51,57,45,41,5,5,27,999999,0,3
1,-0.219834,52,56,44,42,4,4,28,999999,0,3
1,-0.212038,52,56,44,42,4,4,28,999999,0,3
1,-0.210225,53,55,43,43,5,5,29,999999,0,3
1,-0.144972,53,55,43,43,5,5,29,999999,0,3
1,-0.0318,53,55,43,43,5,5,29,999999,0,3
1,-0.005477,54,54,42,44,6,6,29,999999,0,3
1,-2.23478,47,77,57,49,17,17,31,999999,0,3
1,-1.107198,47,77,57,49,17,17,31,999999,0,3
1,-0.844959,47,77,57,49,17,17,31,999999,0,3
1,-0.783972,49,77,57,49,17,17,29,999999,0,3
1,-0.769787,49,77,57,49,17,17,29,999999,0,3
1,-0.766488,51,77,57,49,17,17,28,999999,0,3
1,-0.554746,51,77,57,49,17,17,28,999999,0,3
1,-0.403762,52,76,56,48,16,16,26,999999,0,3
1,-0.235796,54,76,56,48,16,16,24,999999,0,3
1,-0.176295,55,75,55,47,15,15,23,999999,0,3
1,-0.162456,55,75,55,47,15,15,23,999999,0,3
1,-0.106379,56,74,56,48,14,14,21,999999,0,3
1,-0.067841,57,73,57,49,13,13,19,999999,0,3
1,-0.058878,58,72,58,50,12,12,15,999999,0,3
1,-0.057472,59,71,59,51,11,11,11,999999,0,3
1,-0.057472,59,71,59,51,11,11,11,999999,0,3
1,-0.057472,60,70,58,52,10,10,17,999999,0,3
1,0.785398,60,70,58,52,10,10,17,999999,0,3
1,0.896422,60,70,58,52,10,10,17,999999,0,3
1,0.659734,60,70,58,52,10,10,17,999999,0,3
1,0.604686,61,69,57,51,9,9,21,999999,0,3
1,1.19355,60,68,56,50,8,8,18,999999,0,3
1,1.423068,60,68,56,50,8,8,18,999999,0,3
1,1.476448,60,68,56,50,8,8,18,999999,0,3
1,1.488863,59,67,55,49,7,7,18,999999,0,3
1,1.071105,59,67,55,49,7,7,18,999999,0,3
1,0.170538,60,66,54,50,6,6,20,999999,0,3
1,-0.0286,60,66,54,50,6,6,20,999999,0,3
1,-0.09947,61,65,53,51,5,5,23,999999,0,3
1,-0.115953,61,65,53,51,5,5,23,999999,0,3
1,-0.119787,61,65,53,51,5,5,23,999999,0,3
1,-0.120678,62,64,52,52,6,6,24,999999,0,3
1,-0.120886,62,64,52,52,6,6,24,999999,0,3
1,-0.120934,63,63,51,53,7,7,24,999999,0,3
1,-0.120945,63,63,51,53,7,7,24,999999,0,3
1,-0.120948,63,63,51,53,7,7,24,999999,0,3
1,-0.425584,64,62,50,54,8,8,23,999999,0,3
1,-0.95692,65,63,51,55,9,9,20,999999,0,3
1,-1.398867,65,63,51,55,9,9,20,999999,0,3
1,-0.955166,65,63,51,55,9,9,20,999999,0,3
1,-0.474027,67,63,51,57,11,11,20,999999,0,3
1,-0.452912,67,63,51,57,11,11,20,999999,0,3
1,0.785398,60,70,58,52,10,10,17,999999,0,3
1,0.785398,60,70,58,52,10,10,17,19,1,3
1,2.089192,50,70,50,42,10,10,27,999999,0,3
1,0.019901,51,71,51,43,11,11,24,999999,0,3
1,-0.779722,51,71,51,43,11,11,24,999999,0,3
1,2.396696,53,71,53,45,11,11,21,18,1,3
1,2.209612,52,72,52,44,12,12,22,999999,0,3
1,-3.087413,68,14,40,48,46,46,51,50,1,3
1,-2.626864,70,18,42,50,42,42,38,999999,0,3
1,-2.228526,70,18,42,50,42,42,38,999999,0,3
1,-2.488138,70,18,42,50,42,42,38,999999,0,3
1,-2.548514,70,18,42,50,42,42,38,999999,0,3
1,-2.562557,69,19,41,49,41,41,50,999999,0,3
1,-2.244357,70,20,42,50,40,40,48,999999,0,3
1,-1.684426,70,20,42,50,40,40,48,999999,0,3
1,-1.554207,71,21,43,51,39,39,48,999999,0,3
1,-1.562955,72,22,44,52,38,38,51,999999,0,3
1,-1.570996,73,23,45,53,37,37,55,999999,0,3
1,-1.571115,74,24,46,54,36,36,54,999999,0,3
1,-1.570873,74,24,46,54,36,36,54,999999,0,3
1,-1.570817,75,25,47,55,35,35,54,999999,0,3
1,-1.570812,76,26,48,56,34,34,48,999999,0,3
1,-1.570812,77,27,49,57,33,33,39,999999,0,3
1,-1.570812,78,28,50,58,32,32,39,999999,0,3
1,-1.570812,78,28,50,58,32,32,39,999999,0,3
1,-1.570812,79,29,51,59,31,31,48,999999,0,3
1,-1.959352,80,30,52,60,30,30,53,999999,0,3
1,-2.321964,79,31,51,59,29,29,50,999999,0,3
1,-2.41935,79,33,51,59,29,29,57,999999,0,3
1,-2.393687,79,33,51,59,29,29,57,999999,0,3
1,-2.364414,79,35,51,59,29,29,58,999999,0,3
1,-2.357606,79,35,51,59,29,29,58,999999,0,3
1,-2.356022,79,37,51,59,29,29,58,999999,0,3
1,-2.356023,79,39,51,59,27,27,56,999999,0,3
1,-2.356023,79,39,51,59,27,27,56,999999,0,3
1,-2.356023,80,40,52,60,26,26,55,999999,0,3
1,-2.356023,79,41,51,59,25,25,53,999999,0,3
1,-2.475674,78,44,50,58,22,22,46,999999,0,3
1,2.306894,78,44,50,58,22,22,46,999999,0,3
1,1.73963,78,44,50,58,22,22,46,999999,0,3
1,1.607706,78,44,50,58,22,22,46,999999,0,3
1,1.577022,77,43,49,57,23,23,47,999999,0,3
1,2.951149,77,43,49,57,23,23,47,999999,0,3
1,-2.799942,76,44,48,56,22,22,41,999999,0,3
1,-2.676197,77,45,49,57,21,21,42,999999,0,3
1,-2.647415,77,45,49,57,21,21,42,999999,0,3
1,-2.75017,76,46,48,56,20,20,33,999999,0,3
1,-2.939506,76,46,48,56,20,20,33,999999,0,3
1,-2.983542,76,46,48,56,20,20,33,999999,0,3
1,-2.993784,75,47,47,55,19,19,25,999999,0,3
1,-3.00704,75,47,47,55,19,19,25,999999,0,3
1,-3.015367,74,48,46,54,18,18,21,999999,0,3
1,-3.017304,74,48,46,54,18,18,21,999999,0,3
1,-3.017754,74,48,46,54,18,18,21,999999,0,3
1,-3.017859,73,49,45,53,17,17,21,999999,0,3
1,3.129538,73,49,45,53,17,17,21,999999,0,3
1,3.032489,72,50,44,52,16,16,22,999999,0,3
1,3.009915,72,50,44,52,16,16,22,999999,0,3
1,3.004665,72,50,44,52,16,16,22,999999,0,3
1,3.003444,71,51,43,51,15,15,25,999999,0,3
1,2.832734,71,51,43,51,15,15,25,999999,0,3
1,2.710847,71,51,43,51,15,15,25,999999,0,3
1,2.682498,70,52,42,50,14,14,24,999999,0,3
1,2.675905,69,51,41,49,13,13,27,999999,0,3
1,2.674371,68,52,42,50,12,12,27,999999,0,3
1,2.67413,68,52,42,50,12,12,27,999999,0,3
1,2.478671,68,52,42,50,12,12,27,999999,0,3
1,2.137757,68,52,42,50,12,12,27,999999,0,3
1,2.058474,68,52,42,50,12,12,27,999999,0,3
1,2.040033,67,51,41,49,11,11,32,33,1,3
1,1.890533,67,51,41,49,11,11,32,999999,0,3
1,1.785739,65,51,41,49,9,9,34,999999,0,3
1,1.761365,65,51,41,49,9,9,34,999999,0,3
1,2.360235,65,51,41,49,9,9,34,999999,0,3
1,2.791054,65,51,41,49,9,9,34,999999,0,3
1,2.891247,64,52,42,50,8,8,32,999999,0,3
1,2.914551,63,51,41,49,9,9,24,999999,0,3
1,2.91997,63,51,41,49,9,9,24,999999,0,3
1,2.92123,62,52,42,50,8,8,22,999999,0,3
1,2.921524,62,52,42,50,8,8,22,999999,0,3
1,2.921592,61,53,43,51,7,7,25,999999,0,3
1,2.921608,61,53,43,51,7,7,25,999999,0,3
1,2.921611,61,53,43,51,7,7,25,999999,0,3
1,2.921612,60,54,42,50,6,6,28,999999,0,3
1,2.182032,60,54,42,50,6,6,28,999999,0,3
1,-2.740048,84,2,56,64,62,62,21,44,1,3
1,-2.879071,84,2,56,64,62,62,21,42,1,3
1,-3.041036,84,2,56,64,62,62,21,41,1,3
1,-3.078708,83,1,55,63,61,61,20,41,1,3
1,-3.016182,83,1,55,63,61,61,20,40,1,3
1,-2.893886,82,0,54,62,60,60,20,38,1,3
1,-2.865441,81,1,53,61,59,59,20,38,1,3
1,-2.35639,77,21,49,57,39,39,43,999999,0,3
1,3.09525,77,21,49,57,39,39,43,21,1,3
1,2.773448,77,21,49,57,39,39,43,21,1,3
1,2.69861,76,22,48,56,38,38,47,20,1,3
1,2.681202,76,22,48,56,38,38,47,19,1,3
1,2.677154,75,21,47,55,39,39,36,19,1,3
1,2.676212,74,22,46,54,38,38,47,18,1,3
1,2.763764,74,22,46,54,38,38,47,18,1,3
1,2.784129,74,22,46,54,38,38,47,17,1,3
1,2.638405,73,23,45,53,37,37,55,16,1,3
1,2.303089,72,22,44,52,38,38,51,16,1,3
1,2.189425,72,22,44,52,38,38,51,16,1,3
1,2.162987,72,22,44,52,38,38,51,22,1,3
1,2.156839,70,22,42,50,38,38,56,21,1,3
1,2.356871,68,22,40,48,38,38,62,18,1,3
1,2.358841,68,22,40,48,38,38,62,17,1,3
1,2.359299,68,22,40,48,38,38,62,17,1,3
1,2.79798,66,22,38,46,38,38,67,999999,0,3
1,-1.642541,61,35,19,27,39,39,60,17,1,3
1,-1.70488,60,34,20,28,38,38,58,16,1,3
1,-1.71938,59,35,19,27,37,37,50,999999,0,3
1,-1.340012,58,34,20,28,36,36,52,999999,0,3
1,-1.066422,59,33,21,29,37,37,60,999999,0,3
1,3.141108,73,15,39,47,51,51,46,59,1,3
1,3.140572,72,16,38,46,50,50,46,57,1,3
1,3.141101,71,17,37,45,49,49,45,999999,0,3
1,3.141539,70,18,36,44,48,48,43,999999,0,3
1,-3.141544,70,18,36,44,48,48,43,999999,0,3
1,-1.877009,68,20,34,42,46,46,62,999999,0,3
1,-1.262912,68,20,34,42,46,46,62,999999,0,3
1,-1.120095,69,19,35,43,47,47,53,999999,0,3
1,-1.086879,68,18,36,44,46,46,59,999999,0,3
1,-1.079153,67,17,37,45,45,45,61,999999,0,3
1,-1.282728,67,17,37,45,45,45,61,999999,0,3
1,-1.330076,67,15,39,47,45,45,55,999999,0,3
1,-1.341088,67,15,39,47,45,45,55,999999,0,3
1,-1.644124,68,16,40,48,44,44,50,999999,0,3
1,-1.760827,68,18,40,48,42,42,54,999999,0,3
1,-1.787971,69,19,41,49,41,41,50,999999,0,3
1,-1.675809,70,20,42,50,40,40,48,999999,0,3
1,-1.743244,70,20,42,50,40,40,48,999999,0,3
1,-1.986651,71,21,43,51,39,39,48,999999,0,3
1,-2.043261,71,23,43,51,37,37,57,999999,0,3
1,-2.293285,72,24,44,52,36,36,58,999999,0,3
1,-2.351431,71,25,43,51,35,35,59,999999,0,3
1,-2.364956,71,25,43,51,35,35,59,999999,0,3
1,-2.368101,71,27,43,51,33,33,54,999999,0,3
1,-2.50045,71,29,43,51,31,31,54,999999,0,3
1,-2.551482,71,29,43,51,31,31,54,999999,0,3
1,-2.563351,71,31,43,51,29,29,56,999999,0,3
1,-1.53563,71,31,43,51,29,29,56,999999,0,3
1,-1.530449,72,32,44,52,28,28,53,999999,0,3
1,-1.589612,73,33,45,53,27,27,56,999999,0,3
1,-2.274818,55,51,7,11,45,45,51,999999,0,3
1,-2.386648,55,51,7,11,45,45,51,999999,0,3
1,-2.412659,54,52,8,10,46,46,52,999999,0,3
1,-2.418708,53,51,9,11,45,45,52,999999,0,3
1,-2.040234,53,51,9,11,45,45,52,999999,0,3
1,-1.377987,53,51,9,11,45,45,52,999999,0,3
1,-1.223973,52,50,10,12,44,44,50,999999,0,3
1,-1.188151,52,50,10,12,44,44,50,999999,0,3
1,-1.17982,51,49,11,13,43,43,47,999999,0,3
1,-1.177882,52,48,10,14,42,42,48,999999,0,3
1,-1.177432,52,48,10,14,42,42,48,999999,0,3
1,-1.177327,51,47,11,15,41,41,46,999999,0,3
1,-1.157352,51,47,11,15,41,41,46,999999,0,3
1,-1.122545,51,47,11,15,41,41,46,999999,0,3
1,-1.11445,52,46,12,16,40,40,40,999999,0,3
1,-1.268739,51,45,11,17,39,39,44,999999,0,3
1,-1.573576,50,44,12,18,38,38,40,999999,0,3
1,-1.471832,50,44,12,18,38,38,40,999999,0,3
1,-1.448167,50,44,12,18,38,38,40,999999,0,3
1,-1.442664,49,43,13,19,37,37,34,999999,0,3
1,-1.441384,49,43,13,19,37,37,34,999999,0,3
1,-1.441086,49,43,13,19,37,37,34,999999,0,3
1,-1.441017,48,42,14,20,36,36,34,999999,0,3
1,-1.834679,48,42,14,20,36,36,34,999999,0,3
1,-1.986798,48,42,14,20,36,36,34,999999,0,3
1,-2.022179,47,41,15,21,35,35,34,999999,0,3
1,-2.030408,46,42,16,22,36,36,26,999999,0,3
1,-2.246421,45,41,17,23,35,35,28,999999,0,3
1,-1.137079,45,41,17,23,35,35,28,999999,0,3
1,-0.684787,46,40,16,22,34,34,34,999999,0,3
1,-0.579601,46,40,16,22,34,34,34,999999,0,3
1,-0.555136,46,40,16,22,34,34,34,999999,0,3
1,-0.549446,46,38,16,24,32,32,36,999999,0,3
1,-0.548123,46,38,16,24,32,32,36,999999,0,3
1,-0.547815,46,38,16,24,32,32,36,999999,0,3
1,-0.547743,47,37,17,25,31,31,37,999999,0,3
1,-0.547727,47,37,17,25,31,31,37,999999,0,3
1,-0.547723,46,36,18,26,30,30,34,999999,0,3
1,-0.547722,47,35,19,27,29,29,40,999999,0,3
1,-0.547722,47,35,19,27,29,29,40,999999,0,3
1,-0.623696,47,35,19,27,29,29,40,999999,0,3
1,-0.653057,49,35,21,29,27,27,43,999999,0,3
1,-0.659886,49,35,21,29,27,27,43,999999,0,3
1,-0.661474,49,35,21,29,27,27,43,999999,0,3
1,-0.661843,50,34,22,30,26,26,53,999999,0,3
1,-0.661929,51,35,23,31,25,25,52,999999,0,3
1,-0.661949,51,35,23,31,25,25,52,999999,0,3
1,-1.614227,51,35,23,31,25,25,52,999999,0,3
1,-1.329926,51,35,23,31,25,25,52,999999,0,3
1,-0.798429,53,35,25,33,25,25,60,999999,0,3
1,-0.674822,53,35,25,33,25,25,60,999999,0,3
1,-0.646073,53,35,25,33,25,25,60,999999,0,3
1,-1.052788,53,35,25,33,25,25,60,999999,0,3
1,-1.772273,54,36,26,34,24,24,60,999999,0,3
1,-1.939599,54,36,26,34,24,24,60,999999,0,3
1,-1.978517,54,36,26,34,24,24,60,999999,0,3
1,-1.987568,55,37,27,35,23,23,60,999999,0,3
1,-1.989673,55,37,27,35,23,23,60,999999,0,3
1,-1.990163,54,38,26,34,22,22,55,999999,0,3
1,-1.990277,55,39,27,35,21,21,55,999999,0,3
1,-1.990303,55,39,27,35,21,21,55,999999,0,3
1,-2.759952,84,2,56,64,58,58,23,999999,0,3
1,-2.759952,84,2,56,64,58,58,23,999999,0,3
1,-2.759952,84,2,56,64,58,58,23,999999,0,3
1,-2.931136,84,2,56,64,58,58,23,999999,0,3
1,-2.970827,84,2,56,64,58,58,23,999999,0,3
1,-2.980058,83,3,55,63,57,57,22,999999,0,3
1,-2.982205,83,3,55,63,57,57,22,999999,0,3
1,-3.046318,82,4,54,62,56,56,20,999999,0,3
1,-3.06123,81,5,53,61,55,55,20,999999,0,3
1,-3.092509,80,6,52,60,54,54,20,999999,0,3
1,-3.104063,79,7,51,59,53,53,22,999999,0,3
1,-3.083737,79,7,51,59,53,53,22,999999,0,3
1,-3.044219,78,8,50,58,52,52,24,999999,0,3
1,-3.035028,77,9,49,57,51,51,32,999999,0,3
1,-3.03289,76,10,48,56,50,50,35,999999,0,3
1,-2.378439,77,11,49,57,49,49,30,999999,0,3
1,-2.12562,77,11,49,57,49,49,30,999999,0,3
1,-2.066823,77,13,49,57,47,47,33,999999,0,3
1,-2.271882,77,15,49,57,45,45,33,999999,0,3
1,-2.353223,77,15,49,57,45,45,33,999999,0,3
1,-2.372143,77,17,49,57,43,43,35,999999,0,3
1,-2.364779,77,17,49,57,43,43,35,999999,0,3
1,-2.357393,77,19,49,57,41,41,38,31,1,3
1,-2.355675,78,20,50,58,40,40,42,999999,0,3
1,-2.35563,78,22,50,58,38,38,47,999999,0,3
1,-2.356157,77,23,49,57,37,37,50,999999,0,3
1,-2.356279,77,23,49,57,37,37,50,999999,0,3
1,-2.356308,78,24,50,58,36,36,53,999999,0,3
1,-2.254595,77,25,49,57,35,35,52,999999,0,3
1,-2.077184,78,26,50,58,34,34,51,999999,0,3
1,-2.035922,78,28,50,58,32,32,39,999999,0,3
1,0.471695,79,33,51,59,29,29,57,999999,0,3
1,0.492941,78,32,50,58,28,28,45,999999,0,3
1,0.497883,79,31,51,59,29,29,50,999999,0,3
1,0.499032,79,31,51,59,29,29,50,999999,0,3
1,0.499299,79,31,51,59,29,29,50,999999,0,3
1,0.499361,80,30,52,60,30,30,53,999999,0,3
1,0.798341,79,29,51,59,31,31,48,999999,0,3
1,1.319788,79,29,51,59,31,31,48,999999,0,3
1,1.441057,79,29,51,59,31,31,48,999999,0,3
1,1.469263,78,28,50,58,32,32,39,999999,0,3
1,3.066532,78,28,50,58,32,32,39,999999,0,3
1,-2.078055,79,29,51,59,31,31,48,999999,0,3
1,-1.813253,79,29,51,59,31,31,48,999999,0,3
1,-1.771708,80,30,52,60,30,30,53,999999,0,3
1,-2.682285,78,34,50,58,28,28,55,999999,0,3
1,-2.508737,78,34,50,58,28,28,55,999999,0,3
1,-2.383257,78,36,50,58,28,28,57,999999,0,3
1,-2.354072,78,36,50,58,28,28,57,999999,0,3
1,-2.347285,78,38,50,58,28,28,57,999999,0,3
1,-2.354383,78,40,50,58,26,26,55,999999,0,3
1,-2.356034,78,40,50,58,26,26,55,999999,0,3
1,-2.356417,78,42,50,58,24,24,51,999999,0,3
1,-2.609461,78,42,50,58,24,24,51,999999,0,3
1,-3.050675,77,43,49,57,23,23,47,999999,0,3
1,-2.717114,84,2,54,62,62,62,19,84,1,3
1,-2.646893,84,2,54,62,62,62,19,48,1,3
1,-3.014915,84,2,54,62,62,62,19,84,1,3
1,-3.100503,84,2,54,62,62,62,19,83,1,3
1,-3.120409,84,2,54,62,62,62,19,83,1,3
1,-3.125039,83,1,53,61,61,61,19,52,1,3
1,-2.760954,81,1,53,61,59,59,20,51,1,3
1,-2.676282,80,2,52,60,58,58,19,50,1,3
1,-2.664186,80,2,52,60,58,58,19,49,1,3
1,-2.665038,80,4,52,60,56,56,20,48,1,3
1,-2.665236,80,4,52,60,56,56,20,999999,0,3
1,-2.665282,79,5,51,59,55,55,21,999999,0,3
1,-2.833266,79,7,51,59,53,53,22,999999,0,3
1,-2.898175,78,8,50,58,52,52,24,999999,0,3
1,-2.913273,77,9,49,57,51,51,32,999999,0,3
1,-2.916784,77,9,49,57,51,51,32,999999,0,3
1,-2.368283,77,11,49,57,49,49,30,999999,0,3
1,-1.8585,78,12,50,58,48,48,26,999999,0,3
1,-2.029712,78,12,50,58,48,48,26,999999,0,3
1,-2.069531,78,14,50,58,46,46,32,999999,0,3
1,-2.054164,78,14,50,58,46,46,32,999999,0,3
1,-2.038711,79,15,51,59,45,45,33,999999,0,3
1,-2.035117,79,17,51,59,43,43,35,999999,0,3
1,2.482281,75,49,47,55,19,19,28,999999,0,3
1,1.810851,74,48,46,54,18,18,21,999999,0,3
1,-3.115209,75,49,47,55,19,19,28,999999,0,3
1,-2.566758,75,49,47,55,19,19,28,999999,0,3
1,-2.439209,74,50,46,54,18,18,25,999999,0,3
1,-2.409543,74,50,46,54,18,18,25,999999,0,3
